"cnpj","ano","trimestre","conta","nome","instituicoes_financeiras_ligadas","instituicoes_financeiras_nao_ligadas","securitizadoras_ligadas","securitizadoras_nao_ligadas"
"0","2001","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2001","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2001","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2001","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2001","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2001","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2001","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2001","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2001","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2001","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2001","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2001","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2002","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2002","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2002","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2002","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2002","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2002","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2002","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2002","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2002","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2002","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2002","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2002","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2003","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2003","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2003","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2003","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2003","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,286248.97,0
"0","2003","2","00.0.0.01.00.00","TOTAL",0,0,286248.97,0
"0","2003","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2003","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2003","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2003","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2003","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2003","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2004","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2004","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,8400
"0","2004","1","00.0.0.01.00.00","TOTAL",0,0,0,8400
"0","2004","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2004","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2004","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2004","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2004","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2004","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2004","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2004","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,2629651.26,0
"0","2004","4","00.0.0.01.00.00","TOTAL",0,0,2629651.26,0
"0","2005","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2005","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2005","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2005","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2005","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2005","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2005","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2005","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2005","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2005","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2005","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2005","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2006","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2006","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2006","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2006","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2006","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2006","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2006","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2006","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"0","2006","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"0","2006","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2006","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",35867.96,20678.34,22284.2,0
"0","2006","4","00.0.0.01.00.00","TOTAL",35867.96,20678.34,22284.2,0
"0","2007","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2007","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",16396.8,0,0,0
"0","2007","1","00.0.0.01.00.00","TOTAL",16396.8,0,0,0
"0","2007","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2007","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",48207.09,0,64.45,0
"0","2007","2","00.0.0.01.00.00","TOTAL",48207.09,0,64.45,0
"0","2007","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2007","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",108495.95,0,3.83,0
"0","2007","3","00.0.0.01.00.00","TOTAL",108495.95,0,3.83,0
"0","2007","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2007","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",116463.43,0,213434.3,0
"0","2007","4","00.0.0.01.00.00","TOTAL",116463.43,0,213434.3,0
"0","2008","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2008","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",20685.73,0,1248156.79,0
"0","2008","1","00.0.0.01.00.00","TOTAL",20685.73,0,1248156.79,0
"0","2008","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2008","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",8374.06,0,0,0
"0","2008","2","00.0.0.01.00.00","TOTAL",8374.06,0,0,0
"0","2008","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2008","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",53664.55,0,0,0
"0","2008","3","00.0.0.01.00.00","TOTAL",53664.55,0,0,0
"0","2008","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2008","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",14800.02,0,1988300.6,0
"0","2008","4","00.0.0.01.00.00","TOTAL",14800.02,0,1988300.6,0
"0","2009","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2009","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",40516.41,0,0,0
"0","2009","1","00.0.0.01.00.00","TOTAL",40516.41,0,0,0
"0","2009","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2009","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",106732.27,0,5804830.43,0
"0","2009","2","00.0.0.01.00.00","TOTAL",106732.27,0,5804830.43,0
"0","2009","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2009","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,1195309.87,0
"0","2009","3","00.0.0.01.00.00","TOTAL",0,0,1195309.87,0
"0","2009","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"0","2009","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",3782.12,0,2595140.27,0
"0","2009","4","00.0.0.01.00.00","TOTAL",3782.12,0,2595140.27,0
"10245786","2001","1",NA,NA,NA,NA,NA,NA
"10245786","2001","2",NA,NA,NA,NA,NA,NA
"10245786","2001","3",NA,NA,NA,NA,NA,NA
"10245786","2001","4",NA,NA,NA,NA,NA,NA
"10245786","2002","1",NA,NA,NA,NA,NA,NA
"10245786","2002","2",NA,NA,NA,NA,NA,NA
"10245786","2002","3",NA,NA,NA,NA,NA,NA
"10245786","2002","4",NA,NA,NA,NA,NA,NA
"10245786","2003","1",NA,NA,NA,NA,NA,NA
"10245786","2003","2",NA,NA,NA,NA,NA,NA
"10245786","2003","3",NA,NA,NA,NA,NA,NA
"10245786","2003","4",NA,NA,NA,NA,NA,NA
"10245786","2004","1",NA,NA,NA,NA,NA,NA
"10245786","2004","2",NA,NA,NA,NA,NA,NA
"10245786","2004","3",NA,NA,NA,NA,NA,NA
"10245786","2004","4",NA,NA,NA,NA,NA,NA
"10245786","2005","1",NA,NA,NA,NA,NA,NA
"10245786","2005","2",NA,NA,NA,NA,NA,NA
"10245786","2005","3",NA,NA,NA,NA,NA,NA
"10245786","2005","4",NA,NA,NA,NA,NA,NA
"10245786","2006","1",NA,NA,NA,NA,NA,NA
"10245786","2006","2",NA,NA,NA,NA,NA,NA
"10245786","2006","3",NA,NA,NA,NA,NA,NA
"10245786","2006","4",NA,NA,NA,NA,NA,NA
"10245786","2007","1",NA,NA,NA,NA,NA,NA
"10245786","2007","2",NA,NA,NA,NA,NA,NA
"10245786","2007","3",NA,NA,NA,NA,NA,NA
"10245786","2007","4",NA,NA,NA,NA,NA,NA
"10245786","2008","1",NA,NA,NA,NA,NA,NA
"10245786","2008","2",NA,NA,NA,NA,NA,NA
"10245786","2008","3",NA,NA,NA,NA,NA,NA
"10245786","2008","4",NA,NA,NA,NA,NA,NA
"10245786","2009","1",NA,NA,NA,NA,NA,NA
"10245786","2009","2",NA,NA,NA,NA,NA,NA
"10245786","2009","3",NA,NA,NA,NA,NA,NA
"10245786","2009","4",NA,NA,NA,NA,NA,NA
"10264663","2001","1",NA,NA,NA,NA,NA,NA
"10264663","2001","2",NA,NA,NA,NA,NA,NA
"10264663","2001","3",NA,NA,NA,NA,NA,NA
"10264663","2001","4",NA,NA,NA,NA,NA,NA
"10264663","2002","1",NA,NA,NA,NA,NA,NA
"10264663","2002","2",NA,NA,NA,NA,NA,NA
"10264663","2002","3",NA,NA,NA,NA,NA,NA
"10264663","2002","4",NA,NA,NA,NA,NA,NA
"10264663","2003","1",NA,NA,NA,NA,NA,NA
"10264663","2003","2",NA,NA,NA,NA,NA,NA
"10264663","2003","3",NA,NA,NA,NA,NA,NA
"10264663","2003","4",NA,NA,NA,NA,NA,NA
"10264663","2004","1",NA,NA,NA,NA,NA,NA
"10264663","2004","2",NA,NA,NA,NA,NA,NA
"10264663","2004","3",NA,NA,NA,NA,NA,NA
"10264663","2004","4",NA,NA,NA,NA,NA,NA
"10264663","2005","1",NA,NA,NA,NA,NA,NA
"10264663","2005","2",NA,NA,NA,NA,NA,NA
"10264663","2005","3",NA,NA,NA,NA,NA,NA
"10264663","2005","4",NA,NA,NA,NA,NA,NA
"10264663","2006","1",NA,NA,NA,NA,NA,NA
"10264663","2006","2",NA,NA,NA,NA,NA,NA
"10264663","2006","3",NA,NA,NA,NA,NA,NA
"10264663","2006","4",NA,NA,NA,NA,NA,NA
"10264663","2007","1",NA,NA,NA,NA,NA,NA
"10264663","2007","2",NA,NA,NA,NA,NA,NA
"10264663","2007","3",NA,NA,NA,NA,NA,NA
"10264663","2007","4",NA,NA,NA,NA,NA,NA
"10264663","2008","1",NA,NA,NA,NA,NA,NA
"10264663","2008","2",NA,NA,NA,NA,NA,NA
"10264663","2008","3",NA,NA,NA,NA,NA,NA
"10264663","2008","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10264663","2008","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10264663","2008","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10264663","2009","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10264663","2009","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10264663","2009","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10264663","2009","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10264663","2009","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10264663","2009","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10264663","2009","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10264663","2009","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10264663","2009","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10264663","2009","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10264663","2009","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10264663","2009","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10274584","2001","1",NA,NA,NA,NA,NA,NA
"10274584","2001","2",NA,NA,NA,NA,NA,NA
"10274584","2001","3",NA,NA,NA,NA,NA,NA
"10274584","2001","4",NA,NA,NA,NA,NA,NA
"10274584","2002","1",NA,NA,NA,NA,NA,NA
"10274584","2002","2",NA,NA,NA,NA,NA,NA
"10274584","2002","3",NA,NA,NA,NA,NA,NA
"10274584","2002","4",NA,NA,NA,NA,NA,NA
"10274584","2003","1",NA,NA,NA,NA,NA,NA
"10274584","2003","2",NA,NA,NA,NA,NA,NA
"10274584","2003","3",NA,NA,NA,NA,NA,NA
"10274584","2003","4",NA,NA,NA,NA,NA,NA
"10274584","2004","1",NA,NA,NA,NA,NA,NA
"10274584","2004","2",NA,NA,NA,NA,NA,NA
"10274584","2004","3",NA,NA,NA,NA,NA,NA
"10274584","2004","4",NA,NA,NA,NA,NA,NA
"10274584","2005","1",NA,NA,NA,NA,NA,NA
"10274584","2005","2",NA,NA,NA,NA,NA,NA
"10274584","2005","3",NA,NA,NA,NA,NA,NA
"10274584","2005","4",NA,NA,NA,NA,NA,NA
"10274584","2006","1",NA,NA,NA,NA,NA,NA
"10274584","2006","2",NA,NA,NA,NA,NA,NA
"10274584","2006","3",NA,NA,NA,NA,NA,NA
"10274584","2006","4",NA,NA,NA,NA,NA,NA
"10274584","2007","1",NA,NA,NA,NA,NA,NA
"10274584","2007","2",NA,NA,NA,NA,NA,NA
"10274584","2007","3",NA,NA,NA,NA,NA,NA
"10274584","2007","4",NA,NA,NA,NA,NA,NA
"10274584","2008","1",NA,NA,NA,NA,NA,NA
"10274584","2008","2",NA,NA,NA,NA,NA,NA
"10274584","2008","3",NA,NA,NA,NA,NA,NA
"10274584","2008","4",NA,NA,NA,NA,NA,NA
"10274584","2009","1",NA,NA,NA,NA,NA,NA
"10274584","2009","2",NA,NA,NA,NA,NA,NA
"10274584","2009","3",NA,NA,NA,NA,NA,NA
"10274584","2009","4",NA,NA,NA,NA,NA,NA
"10866788","2001","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2001","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2001","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2001","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2001","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2001","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2001","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2001","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2001","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2001","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2001","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2001","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2002","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2002","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2002","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2002","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2002","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2002","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2002","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2002","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2002","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2002","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2002","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2002","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2003","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2003","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2003","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2003","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2003","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2003","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2003","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2003","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2003","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2003","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2003","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2003","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2004","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2004","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2004","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2004","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2004","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2004","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2004","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2004","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2004","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2004","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2004","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2004","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2005","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2005","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2005","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2005","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2005","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2005","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2005","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2005","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2005","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2005","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2005","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2005","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2006","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2006","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2006","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2006","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2006","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2006","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2006","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2006","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2006","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2006","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2006","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2006","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2007","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2007","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2007","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2007","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2007","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2007","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2007","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2007","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2007","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2007","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2007","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2007","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2008","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2008","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2008","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2008","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2008","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2008","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2008","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2008","3","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2008","3","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2008","4","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2008","4","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2008","4","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2009","1","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2009","1","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2009","1","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2009","2","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
"10866788","2009","2","00.0.0.01.02.00","CREDITOS CEDIDOS SEM COOBRIGACAO",0,0,0,0
"10866788","2009","2","00.0.0.01.00.00","TOTAL",0,0,0,0
"10866788","2009","3","00.0.0.01.01.00","CREDITOS CEDIDOS COM COOBRIGACAO",0,0,0,0
